task_id,selection_status,demonstration_pairs,test_pairs,candidates_considered,exact_training_candidates,collision_candidates,selection_seconds,lodo_pair_exact,lodo_cell_accuracy,novel_test_colors,novel_test_color_count,identity_pair_exact_rate,identity_task_exact,posthoc_oracle_local_exists,posthoc_oracle_neighborhood,posthoc_oracle_model_bits,outcome,selected_neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,mean_test_support,min_test_support,labeled_pairs,pair_exact_count,pair_exact_rate,task_exact,pair_exact_count_pass_at_2,pair_exact_rate_pass_at_2,task_exact_pass_at_2,second_neighborhood,matching_shape_pairs,cell_accuracy,scored_cells,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,dataset,dataset_commit,split,task_index
3aa6fb7a,selected,2,1,29,4,25,0.009892025962471962,0.5,0.9897959183673469,,0,0.0,0.0,1.0,von_neumann_r1,165.0,predicted_incorrect,von_neumann_r1,5,3,117.0,8.0,125.0,0.7959183673469388,0.7959183673469388,1,0,0.0,0.0,0,0.0,0.0,von_neumann_r2,1,0.9591836734693877,49,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,81
3ac3eb23,no_deterministic_local_rule,2,1,29,0,29,0.0062014429131522775,,,3;6;7,3,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,82
3af2c5a8,unsupported_shape_change,3,1,29,0,0,9.116949513554573e-06,,,4,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,83
3bd67248,no_deterministic_local_rule,3,1,29,0,29,0.014727151952683926,,,3,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,84
3bdb4ada,no_deterministic_local_rule,2,1,29,0,29,0.018723283079452813,,,5,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,85
3befdf3e,selected,3,1,29,2,27,0.023229273036122322,0.0,0.61,8,1,0.0,0.0,1.0,von_neumann_r2,7777.0,predicted_incorrect,von_neumann_r2,13,85,4862.0,8.0,4870.0,0.4236111111111111,0.4236111111111111,1,0,0.0,0.0,0,0.0,0.0,,1,0.5208333333333334,144,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,86
3c9b0459,selected,4,1,29,4,25,0.010566274053417146,0.0,0.3333333333333333,6;7,2,0.0,0.0,1.0,von_neumann_r1,769.0,predicted_incorrect,von_neumann_r1,5,24,625.0,8.0,633.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.3333333333333333,9,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,87
3de23699,unsupported_shape_change,4,1,29,0,0,1.7100246623158455e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,88
3e980e27,no_deterministic_local_rule,4,1,29,0,29,0.032434866996482015,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,89
3eda0437,selected,4,1,29,1,28,0.021259448025375605,0.0,0.8862068965517241,,0,0.0,0.0,1.0,moore_r2,4542.0,predicted_incorrect,moore_r2,25,33,3606.0,8.0,3614.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.90625,96,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,90
3f7978a0,unsupported_shape_change,3,1,29,0,0,3.86103056371212e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,91
40853293,no_deterministic_local_rule,2,1,29,0,29,0.037028147955425084,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,92
4093f84a,no_deterministic_local_rule,3,1,29,0,29,0.027614930062554777,,,4,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,93
41e4d17e,no_deterministic_local_rule,2,1,29,0,29,0.020844666054472327,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,94
4258a5f9,selected,2,1,29,3,26,0.013297664001584053,0.0,0.9320987654320988,,0,0.0,0.0,1.0,moore_r1,996.0,predicted_incorrect,moore_r1,9,21,916.0,8.0,924.0,0.9753086419753086,0.9753086419753086,1,0,0.0,0.0,0,0.0,0.0,von_neumann_r2,1,0.9753086419753086,81,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,95
4290ef0e,unsupported_shape_change,3,1,29,0,0,5.8820005506277084e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,96
42a50994,selected,4,1,29,3,26,0.06695720797870308,0.0,0.9442970822281167,3,1,0.0,0.0,1.0,moore_r1,716.0,predicted_incorrect,moore_r1,9,12,555.0,8.0,563.0,0.07142857142857142,0.07142857142857142,1,0,0.0,0.0,0,0.0,0.0,,1,0.9495798319327731,238,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,97
4347f46a,selected,3,1,29,4,25,0.04233616101555526,0.0,0.8823529411764706,1,1,0.0,0.0,1.0,von_neumann_r1,240.0,predicted_incorrect,von_neumann_r1,5,7,216.0,8.0,224.0,0.6811145510835913,0.6811145510835913,1,0,0.0,0.0,0,0.0,0.0,von_neumann_r2,1,0.9256965944272446,323,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,98
444801d8,selected,3,1,29,1,28,0.01985929103102535,0.0,0.8266666666666667,4;7,2,0.0,0.0,1.0,moore_r2,7871.0,predicted_incorrect,moore_r2,25,52,5582.0,8.0,5590.0,0.26,0.26,1,0,0.0,0.0,0,0.0,0.0,,1,0.78,100,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,99
445eab21,unsupported_shape_change,3,1,29,0,0,1.4640390872955322e-06,,,3;9,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,100
447fd412,no_deterministic_local_rule,3,1,29,0,29,0.024434342980384827,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,101
44d8ac46,no_deterministic_local_rule,4,1,29,0,29,0.028561852988786995,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,102
44f52bb0,unsupported_shape_change,6,2,29,0,0,1.5720725059509277e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,103
4522001f,unsupported_shape_change,2,1,29,0,0,1.6249250620603561e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,104
4612dd53,selected,3,1,29,1,28,0.026757765910588205,0.0,0.9230769230769231,,0,0.0,0.0,1.0,moore_r2,5166.0,predicted_incorrect,moore_r2,25,33,3606.0,8.0,3614.0,0.21893491124260356,0.21893491124260356,1,0,0.0,0.0,0,0.0,0.0,,1,0.9053254437869822,169,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,105
46442a0e,unsupported_shape_change,3,1,29,0,0,1.5350524336099625e-06,,,1,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,106
469497ad,unsupported_shape_change,3,1,29,0,0,8.969800546765327e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,107
46f33fce,unsupported_shape_change,3,1,29,0,0,1.6650883480906487e-06,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,108
47c1f68c,unsupported_shape_change,3,1,29,0,0,8.300412446260452e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,109
484b58aa,no_deterministic_local_rule,3,1,29,0,29,0.11513171799015254,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,110
48d8fb45,unsupported_shape_change,3,1,29,0,0,1.6100239008665085e-06,,,3,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,111
4938f0c2,no_deterministic_local_rule,3,1,29,0,29,0.0412955149076879,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,112
496994bd,no_deterministic_local_rule,2,1,29,0,29,0.0053338720463216305,,,5,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,113
49d1d64f,unsupported_shape_change,3,1,29,0,0,1.6510020941495895e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,114
4be741c5,unsupported_shape_change,3,1,29,0,0,8.51927325129509e-07,,,1,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,115
4c4377d9,unsupported_shape_change,4,1,29,0,0,7.358030416071415e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,116
4c5c2cf0,no_deterministic_local_rule,3,1,29,0,29,0.025401429971680045,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,117
50846271,selected,4,1,29,2,27,0.0981288340408355,0.0,0.9756468797564688,,0,0.0,0.0,1.0,moore_r2,5270.0,predicted_incorrect,von_neumann_r2,13,32,1893.0,8.0,1901.0,0.04066985645933014,0.04066985645933014,1,0,0.0,0.0,0,0.0,0.0,,1,0.9593301435406698,418,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,118
508bd3b6,no_deterministic_local_rule,3,1,29,0,29,0.02131649199873209,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,119
50cb2852,selected,3,1,29,4,25,0.042498140945099294,1.0,1.0,,0,0.0,0.0,1.0,von_neumann_r1,117.0,solved,von_neumann_r1,5,3,117.0,8.0,125.0,0.8901098901098901,0.8901098901098901,1,1,1.0,1.0,1,1.0,1.0,von_neumann_r2,1,1.0,182,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,120
5117e062,unsupported_shape_change,3,1,29,0,0,1.7030397430062294e-06,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,121
5168d44c,selected,3,1,29,2,27,0.018771260976791382,0.0,0.8701298701298701,,0,0.0,0.0,1.0,von_neumann_r2,2173.0,predicted_incorrect,von_neumann_r2,13,30,1780.0,8.0,1788.0,0.5042016806722689,0.5042016806722689,1,0,0.0,0.0,0,0.0,0.0,,1,0.9411764705882353,119,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,122
539a4f51,unsupported_shape_change,3,1,29,0,0,9.979004971683025e-06,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,123
53b68214,unsupported_shape_change,3,2,29,0,0,8.550705388188362e-07,,,6;8,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,124
543a7ed5,selected,2,1,29,2,27,0.029072221950627863,0.0,0.8111111111111111,,0,0.0,0.0,1.0,von_neumann_r2,5142.0,predicted_incorrect,von_neumann_r2,13,80,4582.0,8.0,4590.0,0.8622222222222222,0.8622222222222222,1,0,0.0,0.0,0,0.0,0.0,moore_r2,1,0.9555555555555556,225,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,125
54d82841,no_deterministic_local_rule,3,1,29,0,29,0.00811753491871059,,,5,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,126
54d9e175,selected,4,1,29,3,26,0.02124351600650698,0.0,0.8011363636363636,,0,0.0,0.0,1.0,moore_r1,3518.0,predicted_incorrect,moore_r1,9,72,2958.0,8.0,2966.0,0.7922077922077922,0.7922077922077922,1,0,0.0,0.0,0,0.0,0.0,von_neumann_r2,1,0.7922077922077922,77,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,127
5521c0d9,no_deterministic_local_rule,3,1,29,0,29,0.03150667902082205,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,128
5582e5ca,selected,3,1,29,4,25,0.00725064892321825,0.0,0.3333333333333333,,0,0.0,0.0,1.0,von_neumann_r1,625.0,predicted_incorrect,von_neumann_r1,5,18,481.0,8.0,489.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.3333333333333333,9,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,129
5614dbcf,unsupported_shape_change,2,1,29,0,0,1.7399434000253677e-06,,,4,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,130
56dc2b01,no_deterministic_local_rule,3,1,29,0,29,0.012753783026710153,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,131
56ff96f3,no_deterministic_local_rule,4,1,29,0,29,0.01733075501397252,,,6;8,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,132
57aa92db,no_deterministic_local_rule,4,1,29,0,29,0.04866254504304379,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,133
5ad4f10b,unsupported_shape_change,3,1,29,0,0,1.6529811546206474e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,134
5bd6f4ac,unsupported_shape_change,4,1,29,0,0,7.790513336658478e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,135
5c0a986e,no_deterministic_local_rule,3,1,29,0,29,0.015476820059120655,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,136
5c2c9af4,no_deterministic_local_rule,3,1,29,0,29,0.07207578094676137,,,4,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,137
5daaa586,unsupported_shape_change,3,1,29,0,0,1.2669479474425316e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,138
60b61512,selected,2,1,29,2,27,0.01200385601259768,0.0,0.9320987654320988,,0,0.0,0.0,1.0,von_neumann_r2,1220.0,predicted_incorrect,von_neumann_r2,13,11,715.0,8.0,723.0,0.49382716049382713,0.49382716049382713,1,0,0.0,0.0,0,0.0,0.0,,1,0.8888888888888888,81,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,139
6150a2bd,selected,2,1,29,3,26,0.004077390069141984,0.0,0.1111111111111111,4;6,2,0.0,0.0,1.0,moore_r1,1036.0,predicted_incorrect,moore_r1,9,16,716.0,8.0,724.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.1111111111111111,9,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,140
623ea044,no_deterministic_local_rule,3,1,29,0,29,0.02422846993431449,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,141
62c24649,unsupported_shape_change,3,1,29,0,0,2.320040948688984e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,142
63613498,selected,3,1,29,2,27,0.02321113203652203,0.0,0.96,2,1,0.0,0.0,1.0,von_neumann_r2,996.0,predicted_incorrect,von_neumann_r2,13,12,771.0,8.0,779.0,0.04,0.04,1,0,0.0,0.0,0,0.0,0.0,,1,0.96,100,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,143
6430c8c4,unsupported_shape_change,4,1,29,0,0,1.5980331227183342e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,144
6455b5f5,no_deterministic_local_rule,4,1,29,0,29,0.03737475897651166,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,145
662c240a,unsupported_shape_change,4,1,29,0,0,1.5170080587267876e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,146
67385a82,selected,4,1,29,4,25,0.014041929971426725,0.25,0.810126582278481,,0,0.0,0.0,1.0,von_neumann_r1,529.0,predicted_incorrect,von_neumann_r1,5,18,481.0,8.0,489.0,0.8,0.8,1,0,0.0,0.0,0,0.0,0.0,moore_r1,1,0.92,25,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,147
673ef223,no_deterministic_local_rule,3,1,29,0,29,0.026216577971354127,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,148
6773b310,unsupported_shape_change,4,1,29,0,0,1.5149125829339027e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,149
67a3c6ac,selected,3,1,29,3,26,0.012195211020298302,0.0,0.2871287128712871,,0,0.0,0.0,1.0,moore_r1,3118.0,predicted_incorrect,moore_r1,9,72,2958.0,8.0,2966.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.5555555555555556,9,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,150
67a423a3,selected,3,1,29,3,26,0.013004520093090832,0.0,0.7931034482758621,5,1,0.0,0.0,1.0,moore_r1,1357.0,predicted_incorrect,moore_r1,9,24,1036.0,8.0,1044.0,0.5625,0.5625,1,0,0.0,0.0,0,0.0,0.0,,1,0.9444444444444444,144,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,151
67e8384a,unsupported_shape_change,4,1,29,0,0,1.5120021998882294e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,152
681b3aeb,unsupported_shape_change,3,1,29,0,0,6.969785317778587e-07,,,2;8,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,153
6855a6e4,no_deterministic_local_rule,3,1,29,0,29,0.03161748603451997,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,154
68b16354,selected,3,1,29,4,25,0.013485834002494812,0.0,0.21212121212121213,,0,0.0,0.0,1.0,von_neumann_r1,2691.0,predicted_incorrect,von_neumann_r1,5,78,1923.0,8.0,1931.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.3469387755102041,49,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,155
694f12f3,no_deterministic_local_rule,2,1,29,0,29,0.010320101981051266,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,156
6a1e5592,no_deterministic_local_rule,2,1,29,0,29,0.014708654023706913,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,157
6aa20dc0,no_deterministic_local_rule,3,1,29,0,29,0.05683859798591584,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,158
6b9890af,unsupported_shape_change,3,1,29,0,0,1.3869721442461014e-06,,,3,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,159
6c434453,selected,2,1,29,2,27,0.014234751928597689,0.0,0.895,,0,0.0,0.0,1.0,von_neumann_r2,1949.0,predicted_incorrect,von_neumann_r2,13,27,1612.0,8.0,1620.0,0.39,0.39,1,0,0.0,0.0,0,0.0,0.0,,1,0.94,100,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,160
6cdd2623,no_deterministic_local_rule,3,1,29,0,29,0.03502393304370344,,,6;7,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,161
6cf79266,selected,3,1,29,2,27,0.1242783130146563,0.0,0.97,4,1,0.0,0.0,1.0,von_neumann_r2,3630.0,predicted_incorrect,von_neumann_r2,13,36,2117.0,8.0,2125.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.9325,400,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,162
