task_id,selection_status,demonstration_pairs,test_pairs,candidates_considered,exact_training_candidates,collision_candidates,selection_seconds,lodo_pair_exact,lodo_cell_accuracy,novel_test_colors,novel_test_color_count,identity_pair_exact_rate,identity_task_exact,posthoc_oracle_local_exists,posthoc_oracle_neighborhood,posthoc_oracle_model_bits,outcome,selected_neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,mean_test_support,min_test_support,labeled_pairs,pair_exact_count,pair_exact_rate,task_exact,pair_exact_count_pass_at_2,pair_exact_rate_pass_at_2,task_exact_pass_at_2,second_neighborhood,matching_shape_pairs,cell_accuracy,scored_cells,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,dataset,dataset_commit,split,task_index
a395ee82,no_deterministic_local_rule,3,1,29,0,29,0.06711149599868804,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,84
a47bf94d,no_deterministic_local_rule,3,1,29,0,29,0.06372004305012524,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,85
a6f40cea,unsupported_shape_change,3,1,29,0,0,1.7209677025675774e-06,,,0;7,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,86
aa4ec2a5,no_deterministic_local_rule,3,1,29,0,29,0.06921364006120712,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,87
abc82100,no_deterministic_local_rule,4,1,29,0,29,0.034678824013099074,,,5,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,88
b0039139,unsupported_shape_change,4,2,29,0,0,2.0620645955204964e-06,,,5;7,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,89
b10624e5,no_deterministic_local_rule,2,1,29,0,29,0.06766703398898244,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,90
b5ca7ac4,no_deterministic_local_rule,3,1,29,0,29,0.067940060980618,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,91
b6f77b65,no_deterministic_local_rule,5,2,29,0,29,0.03620890900492668,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,92
b99e7126,no_deterministic_local_rule,3,1,29,0,29,0.1230681809829548,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,93
b9e38dc0,no_deterministic_local_rule,3,1,29,0,29,0.03054544806946069,,,2,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,94
bf45cf4b,unsupported_shape_change,3,1,29,0,0,1.6910489648580551e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,95
c4d067a0,no_deterministic_local_rule,3,1,29,0,29,0.07444669201504439,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,96
c7f57c3e,selected,2,1,29,1,28,0.036697914940305054,0.0,0.9444444444444444,,0,0.0,0.0,0.0,,,predicted_incorrect,moore_r2,25,36,3918.0,8.0,3926.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.9081632653061225,784,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,97
cb2d8a2c,no_deterministic_local_rule,4,2,29,0,29,0.0541369270067662,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,98
cbebaa4b,no_deterministic_local_rule,2,2,29,0,29,0.04570218292064965,,,7;9,2,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,99
d35bdbdc,selected,3,3,29,3,26,0.027319973916746676,0.0,0.74,,0,0.0,0.0,1.0,von_neumann_r2,8617.0,predicted_incorrect,moore_r1,9,78,3198.0,8.0,3206.0,0.10333333333333333,0.08,3,0,0.0,0.0,0,0.0,0.0,von_neumann_r2,3,0.7766666666666666,300,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,100
d59b0160,selected,3,1,29,1,28,0.04844818089623004,0.0,0.7591145833333334,,0,0.0,0.0,1.0,moore_r2,29611.0,predicted_incorrect,moore_r2,25,185,19418.0,8.0,19426.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.6171875,256,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,101
d8e07eb2,no_deterministic_local_rule,5,2,29,0,29,0.1529470180394128,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,102
da515329,no_deterministic_local_rule,3,1,29,0,29,0.04661526903510094,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,103
db0c5428,no_deterministic_local_rule,3,1,29,0,29,0.050688368966802955,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,104
db695cfb,no_deterministic_local_rule,5,1,29,0,29,0.04011751094367355,,,3,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,105
dbff022c,selected,3,1,29,2,27,0.02400147495791316,0.0,0.944078947368421,,0,0.0,0.0,1.0,von_neumann_r2,1612.0,predicted_incorrect,von_neumann_r2,13,16,996.0,8.0,1004.0,0.01775147928994083,0.01775147928994083,1,0,0.0,0.0,0,0.0,0.0,,1,0.9349112426035503,169,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,106
dd6b8c4b,selected,3,2,29,1,28,0.02392687404062599,0.0,0.9173553719008265,,0,0.0,0.0,1.0,moore_r2,6414.0,predicted_incorrect,moore_r2,25,30,3293.0,8.0,3301.0,0.0,0.0,2,0,0.0,0.0,0,0.0,0.0,,2,0.8760330578512396,242,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,107
de809cff,selected,2,1,29,3,26,0.05689360003452748,0.0,0.70375,6,1,0.0,0.0,1.0,moore_r2,40323.0,predicted_incorrect,moore_r1,9,113,4598.0,8.0,4606.0,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0,0.0,0.0,von_neumann_r2,1,0.7722222222222223,900,1.0,1.0,0.0,0.0,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,108
dfadab01,no_deterministic_local_rule,4,1,29,0,29,0.04787881299853325,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,109
e12f9a14,no_deterministic_local_rule,4,2,29,0,29,0.05669034807942808,,,0,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,110
e3721c99,no_deterministic_local_rule,2,2,29,0,29,0.08383571601007134,,,6;7;8,3,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,111
e376de54,no_deterministic_local_rule,3,1,29,0,29,0.03649713797494769,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,112
e8686506,unsupported_shape_change,2,1,29,0,0,1.6499543562531471e-06,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,113
e87109e9,unsupported_shape_change,3,1,29,0,0,8.690403774380684e-07,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,114
edb79dae,unsupported_shape_change,2,1,29,0,0,7.309718057513237e-07,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,115
eee78d87,unsupported_shape_change,3,1,29,0,0,7.549533620476723e-07,,,2,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,116
f560132c,unsupported_shape_change,2,1,29,0,0,1.915963366627693e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,117
f931b4a8,unsupported_shape_change,5,2,29,0,0,7.699709385633469e-07,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,118
faa9f03d,no_deterministic_local_rule,4,1,29,0,29,0.029013572027906775,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,119
fc7cae8d,unsupported_shape_change,3,1,29,0,0,1.6470439732074738e-06,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-2,f3283f727488ad98fe575ea6a5ac981e4a188e49,evaluation,120
